216021;09;Ge01;2021;01 - Rurutu;En01;FUT;0;NULL;Non-réalisé;NULL;0;0;0;NULL;NULL;NULL;Grappe à venir;NULL;2021-06-07;2021-06-14;2021-06-29;NULL;NULL;NULL;NULL;NULL;NULL;NULL;En01;A côté de la mairie;Avera (Rurutu);NULL;NULL;NULL;NULL;0;NULL;1;0;NULL;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
216023;10;Ge01;2021;01 - Rurutu;En01;FUT;0;NULL;Non-réalisé;NULL;0;0;0;NULL;NULL;NULL;Grappe à venir;NULL;2021-06-14;2021-06-21;2021-07-06;NULL;NULL;NULL;NULL;NULL;NULL;NULL;En01;A côté de la mairie;Avera (Rurutu);NULL;NULL;NULL;NULL;0;NULL;1;0;NULL;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
216027;10;Ge01;2021;01 - Rurutu;En01;FUT;0;NULL;Non-réalisé;NULL;0;0;0;NULL;NULL;NULL;Grappe à venir;NULL;2021-06-14;2021-06-21;2021-07-06;NULL;NULL;NULL;NULL;NULL;NULL;NULL;En01;A côté de la mairie;Avera (Rurutu);NULL;NULL;NULL;NULL;0;NULL;1;0;NULL;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
216031;10;Ge01;2021;01 - Rurutu;En01;FUT;0;NULL;Non-réalisé;NULL;0;0;0;NULL;NULL;NULL;Grappe à venir;NULL;2021-06-14;2021-06-21;2021-07-06;NULL;NULL;NULL;NULL;NULL;NULL;NULL;En01;A côté de la mairie;Avera (Rurutu);NULL;NULL;NULL;NULL;0;NULL;1;0;NULL;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
216032;10;Ge01;2021;01 - Rurutu;En01;FUT;0;NULL;Non-réalisé;NULL;0;0;0;NULL;NULL;NULL;Grappe à venir;NULL;2021-06-14;2021-06-21;2021-07-06;NULL;NULL;NULL;NULL;NULL;NULL;NULL;En01;A côté de la mairie;Avera (Rurutu);NULL;NULL;NULL;NULL;0;NULL;1;0;NULL;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
216033;10;Ge01;2021;01 - Rurutu;En01;FUT;0;NULL;Non-réalisé;NULL;0;0;0;NULL;NULL;NULL;Grappe à venir;NULL;2021-06-14;2021-06-21;2021-07-06;NULL;NULL;NULL;NULL;NULL;NULL;NULL;En01;A côté de la mairie;Avera (Rurutu);NULL;NULL;NULL;NULL;0;NULL;1;0;NULL;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
216034;10;Ge01;2021;01 - Rurutu;En01;FUT;0;NULL;Non-réalisé;NULL;0;0;0;NULL;NULL;NULL;Grappe à venir;NULL;2021-06-14;2021-06-21;2021-07-06;NULL;NULL;NULL;NULL;NULL;NULL;NULL;En01;A côté de la mairie;Avera (Rurutu);NULL;NULL;NULL;NULL;0;NULL;1;0;NULL;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
216035;09;Ge01;2021;01 - Rurutu;En01;FUT;0;NULL;Non-réalisé;NULL;0;0;0;NULL;NULL;NULL;Grappe à venir;NULL;2021-06-07;2021-06-14;2021-06-29;NULL;NULL;NULL;NULL;NULL;NULL;NULL;En01;A côté de la mairie;Avera (Rurutu);NULL;NULL;NULL;NULL;0;NULL;1;0;NULL;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
216036;09;Ge01;2021;01 - Rurutu;En01;FUT;0;NULL;Non-réalisé;NULL;0;0;0;NULL;NULL;NULL;Grappe à venir;NULL;2021-06-07;2021-06-14;2021-06-29;NULL;NULL;NULL;NULL;NULL;NULL;NULL;En01;A côté de la mairie;Avera (Rurutu);NULL;NULL;NULL;NULL;0;NULL;1;0;NULL;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
216037;09;Ge01;2021;01 - Rurutu;En01;FUT;0;NULL;Non-réalisé;NULL;0;0;0;NULL;NULL;NULL;Grappe à venir;NULL;2021-06-07;2021-06-14;2021-06-29;NULL;NULL;NULL;NULL;NULL;NULL;NULL;En01;A côté de la mairie;Avera (Rurutu);NULL;NULL;NULL;NULL;0;NULL;1;0;NULL;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
216038;09;Ge01;2021;01 - Rurutu;En01;FUT;0;NULL;Non-réalisé;NULL;0;0;0;NULL;NULL;NULL;Grappe à venir;NULL;2021-06-07;2021-06-14;2021-06-29;NULL;NULL;NULL;NULL;NULL;NULL;NULL;En01;A côté de la mairie;Avera (Rurutu);NULL;NULL;NULL;NULL;0;NULL;1;0;NULL;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
216040;12;Ge01;2021;01 - Rurutu;En01;FUT;0;NULL;Non-réalisé;NULL;0;0;0;NULL;NULL;NULL;Grappe à venir;NULL;2021-06-28;2021-07-05;2021-07-20;NULL;NULL;NULL;NULL;NULL;NULL;NULL;En01;A côté de la mairie;Avera (Rurutu);NULL;NULL;NULL;NULL;0;NULL;1;0;NULL;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
216041;10;Ge01;2021;01 - Rurutu;En01;FUT;0;NULL;Non-réalisé;NULL;0;0;0;NULL;NULL;NULL;Grappe à venir;NULL;2021-06-14;2021-06-21;2021-07-06;NULL;NULL;NULL;NULL;NULL;NULL;NULL;En01;A côté de la mairie;Avera (Rurutu);NULL;NULL;NULL;NULL;0;NULL;1;0;NULL;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
216042;10;Ge01;2021;01 - Rurutu;En01;FUT;0;NULL;Non-réalisé;NULL;0;0;0;NULL;NULL;NULL;Grappe à venir;NULL;2021-06-14;2021-06-21;2021-07-06;NULL;NULL;NULL;NULL;NULL;NULL;NULL;En01;A côté de la mairie;Avera (Rurutu);NULL;NULL;NULL;NULL;0;NULL;1;0;NULL;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
216043;10;Ge01;2021;01 - Rurutu;En01;FUT;0;NULL;Non-réalisé;NULL;0;0;0;NULL;NULL;NULL;Grappe à venir;NULL;2021-06-14;2021-06-21;2021-07-06;NULL;NULL;NULL;NULL;NULL;NULL;NULL;En01;A côté de la mairie;Avera (Rurutu);NULL;NULL;NULL;NULL;0;NULL;1;0;NULL;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
216052;11;Ge01;2021;01 - Rurutu;En01;FUT;0;NULL;Non-réalisé;NULL;0;0;0;NULL;NULL;NULL;Grappe à venir;NULL;2021-06-21;2021-06-28;2021-07-13;NULL;NULL;NULL;NULL;NULL;NULL;NULL;En01;A côté de la mairie;Avera (Rurutu);NULL;NULL;NULL;NULL;0;NULL;1;0;NULL;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
216053;11;Ge01;2021;01 - Rurutu;En01;FUT;0;NULL;Non-réalisé;NULL;0;0;0;NULL;NULL;NULL;Grappe à venir;NULL;2021-06-21;2021-06-28;2021-07-13;NULL;NULL;NULL;NULL;NULL;NULL;NULL;En01;A côté de la mairie;Avera (Rurutu);NULL;NULL;NULL;NULL;0;NULL;1;0;NULL;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
216054;11;Ge01;2021;01 - Rurutu;En01;FUT;0;NULL;Non-réalisé;NULL;0;0;0;NULL;NULL;NULL;Grappe à venir;NULL;2021-06-21;2021-06-28;2021-07-13;NULL;NULL;NULL;NULL;NULL;NULL;NULL;En01;A côté de la mairie;Avera (Rurutu);NULL;NULL;NULL;NULL;0;NULL;1;0;NULL;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
216056;12;Ge01;2021;01 - Rurutu;En01;FUT;0;NULL;Non-réalisé;NULL;0;0;0;NULL;NULL;NULL;Grappe à venir;NULL;2021-06-28;2021-07-05;2021-07-20;NULL;NULL;NULL;NULL;NULL;NULL;NULL;En01;A côté de la mairie;Avera (Rurutu);NULL;NULL;NULL;NULL;0;NULL;1;0;NULL;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
216057;12;Ge01;2021;01 - Rurutu;En01;FUT;0;NULL;Non-réalisé;NULL;0;0;0;NULL;NULL;NULL;Grappe à venir;NULL;2021-06-28;2021-07-05;2021-07-20;NULL;NULL;NULL;NULL;NULL;NULL;NULL;En01;A côté de la mairie;Avera (Rurutu);NULL;NULL;NULL;NULL;0;NULL;1;0;NULL;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
216058;12;Ge01;2021;01 - Rurutu;En01;FUT;0;NULL;Non-réalisé;NULL;0;0;0;NULL;NULL;NULL;Grappe à venir;NULL;2021-06-28;2021-07-05;2021-07-20;NULL;NULL;NULL;NULL;NULL;NULL;NULL;En01;A côté de la mairie;Avera (Rurutu);NULL;NULL;NULL;NULL;0;NULL;1;0;NULL;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
216068;12;Ge01;2021;01 - Rurutu;En01;FUT;0;NULL;Non-réalisé;NULL;0;0;0;NULL;NULL;NULL;Grappe à venir;NULL;2021-06-28;2021-07-05;2021-07-20;NULL;NULL;NULL;NULL;NULL;NULL;NULL;En01;A côté de la mairie;Avera (Rurutu);NULL;NULL;NULL;NULL;0;NULL;1;0;NULL;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
216069;12;Ge01;2021;01 - Rurutu;En01;FUT;0;NULL;Non-réalisé;NULL;0;0;0;NULL;NULL;NULL;Grappe à venir;NULL;2021-06-28;2021-07-05;2021-07-20;NULL;NULL;NULL;NULL;NULL;NULL;NULL;En01;A côté de la mairie;Avera (Rurutu);NULL;NULL;NULL;NULL;0;NULL;1;0;NULL;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
216070;12;Ge01;2021;01 - Rurutu;En01;FUT;0;NULL;Non-réalisé;NULL;0;0;0;NULL;NULL;NULL;Grappe à venir;NULL;2021-06-28;2021-07-05;2021-07-20;NULL;NULL;NULL;NULL;NULL;NULL;NULL;En01;A côté de la mairie;Avera (Rurutu);NULL;NULL;NULL;NULL;0;NULL;1;0;NULL;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
216071;12;Ge01;2021;01 - Rurutu;En01;FUT;0;NULL;Non-réalisé;NULL;0;0;0;NULL;NULL;NULL;Grappe à venir;NULL;2021-06-28;2021-07-05;2021-07-20;NULL;NULL;NULL;NULL;NULL;NULL;NULL;En01;A côté de la mairie;Avera (Rurutu);NULL;NULL;NULL;NULL;0;NULL;1;0;NULL;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
216072;12;Ge01;2021;01 - Rurutu;En01;FUT;0;NULL;Non-réalisé;NULL;0;0;0;NULL;NULL;NULL;Grappe à venir;NULL;2021-06-28;2021-07-05;2021-07-20;NULL;NULL;NULL;NULL;NULL;NULL;NULL;En01;A côté de la mairie;Avera (Rurutu);NULL;NULL;NULL;NULL;0;NULL;1;0;NULL;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
216073;11;Ge01;2021;01 - Rurutu;En01;FUT;0;NULL;Non-réalisé;NULL;0;0;0;NULL;NULL;NULL;Grappe à venir;NULL;2021-06-21;2021-06-28;2021-07-13;NULL;NULL;NULL;NULL;NULL;NULL;NULL;En01;A côté de la mairie;Avera (Rurutu);NULL;NULL;NULL;NULL;0;NULL;1;0;NULL;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
216074;11;Ge01;2021;01 - Rurutu;En01;FUT;0;NULL;Non-réalisé;NULL;0;0;0;NULL;NULL;NULL;Grappe à venir;NULL;2021-06-21;2021-06-28;2021-07-13;NULL;NULL;NULL;NULL;NULL;NULL;NULL;En01;A côté de la mairie;Avera (Rurutu);NULL;NULL;NULL;NULL;0;NULL;1;0;NULL;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
216075;11;Ge01;2021;01 - Rurutu;En01;FUT;0;NULL;Non-réalisé;NULL;0;0;0;NULL;NULL;NULL;Grappe à venir;NULL;2021-06-21;2021-06-28;2021-07-13;NULL;NULL;NULL;NULL;NULL;NULL;NULL;En01;A côté de la mairie;Avera (Rurutu);NULL;NULL;NULL;NULL;0;NULL;1;0;NULL;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
216076;11;Ge01;2021;01 - Rurutu;En01;FUT;0;NULL;Non-réalisé;NULL;0;0;0;NULL;NULL;NULL;Grappe à venir;NULL;2021-06-21;2021-06-28;2021-07-13;NULL;NULL;NULL;NULL;NULL;NULL;NULL;En01;A côté de la mairie;Avera (Rurutu);NULL;NULL;NULL;NULL;0;NULL;1;0;NULL;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
216077;11;Ge01;2021;01 - Rurutu;En01;FUT;0;NULL;Non-réalisé;NULL;0;0;0;NULL;NULL;NULL;Grappe à venir;NULL;2021-06-21;2021-06-28;2021-07-13;NULL;NULL;NULL;NULL;NULL;NULL;NULL;En01;A côté de la mairie;Avera (Rurutu);NULL;NULL;NULL;NULL;0;NULL;1;0;NULL;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
216078;11;Ge01;2021;01 - Rurutu;En01;FUT;0;NULL;Non-réalisé;NULL;0;0;0;NULL;NULL;NULL;Grappe à venir;NULL;2021-06-21;2021-06-28;2021-07-13;NULL;NULL;NULL;NULL;NULL;NULL;NULL;En01;A côté de la mairie;Avera (Rurutu);NULL;NULL;NULL;NULL;0;NULL;1;0;NULL;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
216088;03;Ge01;2021;01 - Rurutu;En01;ERV;4500;NULL;Succès;NULL;0;0;0;2021-05-04 20:13:20.000;2021-05-06 06:50:27.513;2021-05-06 14:35:00.000;Grappe en cours;ERV;2021-04-26;2021-05-03;2021-05-18;2021-05-04;2021-05-04 13:05:00.000;2021-05-04 13:37:00.000;32;2;1;NULL;En01;A côté de la mairie;Hauti;NULL;NULL;NULL;NULL;0;NULL;1;0;NULL;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
216091;04;Ge01;2021;01 - Rurutu;En01;REP;0;NULL;Non-réalisé;NULL;0;0;0;NULL;NULL;NULL;Grappe à venir;NULL;2021-05-03;2021-05-10;2021-05-25;NULL;NULL;NULL;NULL;NULL;NULL;NULL;En01;A côté de la mairie;Hauti;NULL;NULL;NULL;NULL;0;NULL;1;0;NULL;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
216093;04;Ge01;2021;01 - Rurutu;En01;REP;0;NULL;Non-réalisé;NULL;0;0;0;NULL;NULL;NULL;Grappe à venir;NULL;2021-05-03;2021-05-10;2021-05-25;NULL;NULL;NULL;NULL;NULL;NULL;NULL;En01;A côté de la mairie;Hauti;NULL;NULL;NULL;NULL;0;NULL;1;0;NULL;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
216095;04;Ge01;2021;01 - Rurutu;En01;REP;0;NULL;Non-réalisé;NULL;0;0;0;NULL;NULL;NULL;Grappe à venir;NULL;2021-05-03;2021-05-10;2021-05-25;NULL;NULL;NULL;NULL;NULL;NULL;NULL;En01;A côté de la mairie;Hauti;NULL;NULL;NULL;NULL;0;NULL;1;0;NULL;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
216096;04;Ge01;2021;01 - Rurutu;En01;REP;0;NULL;Non-réalisé;NULL;0;0;0;NULL;NULL;NULL;Grappe à venir;NULL;2021-05-03;2021-05-10;2021-05-25;NULL;NULL;NULL;NULL;NULL;NULL;NULL;En01;A côté de la mairie;Hauti;NULL;NULL;NULL;NULL;0;NULL;1;0;NULL;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
216099;04;Ge01;2021;01 - Rurutu;En01;REP;0;NULL;Non-réalisé;NULL;0;0;0;NULL;NULL;NULL;Grappe à venir;NULL;2021-05-03;2021-05-10;2021-05-25;NULL;NULL;NULL;NULL;NULL;NULL;NULL;En01;A côté de la mairie;Hauti;NULL;NULL;NULL;NULL;0;NULL;1;0;NULL;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
216100;04;Ge01;2021;01 - Rurutu;En01;REP;0;NULL;Non-réalisé;NULL;0;0;0;NULL;NULL;NULL;Grappe à venir;NULL;2021-05-03;2021-05-10;2021-05-25;NULL;NULL;NULL;NULL;NULL;NULL;NULL;En01;A côté de la mairie;Hauti;NULL;NULL;NULL;NULL;0;NULL;1;0;NULL;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
216104;03;Ge01;2021;01 - Rurutu;En01;ERV;4500;NULL;Succès;NULL;0;0;0;2021-05-04 20:13:20.000;2021-05-06 06:50:27.513;2021-05-06 14:35:00.000;Grappe en cours;ERV;2021-04-26;2021-05-03;2021-05-18;2021-05-04;2021-05-04 16:36:00.000;2021-05-04 17:03:00.000;27;2;1;NULL;En01;A côté de la mairie;Hauti;NULL;NULL;NULL;NULL;0;NULL;1;0;NULL;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
216106;04;Ge01;2021;01 - Rurutu;En01;REP;0;NULL;Non-réalisé;NULL;0;0;0;NULL;NULL;NULL;Grappe à venir;NULL;2021-05-03;2021-05-10;2021-05-25;NULL;NULL;NULL;NULL;NULL;NULL;NULL;En01;A côté de la mairie;Hauti;NULL;NULL;NULL;NULL;0;NULL;1;0;NULL;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
216112;03;Ge01;2021;01 - Rurutu;En01;ERV;4500;NULL;Succès;NULL;0;0;0;2021-05-04 20:13:20.000;2021-05-06 06:50:27.513;2021-05-06 14:35:00.000;Grappe en cours;ERV;2021-04-26;2021-05-03;2021-05-18;2021-05-03;2021-05-03 14:09:00.000;2021-05-03 15:07:00.000;58;1;1;NULL;En01;A côté de la mairie;Hauti;NULL;NULL;NULL;NULL;0;NULL;1;0;NULL;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
216113;03;Ge01;2021;01 - Rurutu;En01;RAF;0;NULL;Non-réalisé;NULL;0;0;0;NULL;NULL;NULL;Grappe en cours;NULL;2021-04-26;2021-05-03;2021-05-18;NULL;NULL;NULL;NULL;NULL;NULL;11;En01;A côté de la mairie;Hauti;NULL;NULL;NULL;NULL;0;NULL;1;0;NULL;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
216114;03;Ge01;2021;01 - Rurutu;En01;ERV;4500;NULL;Succès;NULL;0;0;0;2021-05-04 20:13:20.000;2021-05-06 06:50:27.513;2021-05-06 14:35:00.000;Grappe en cours;ERV;2021-04-26;2021-05-03;2021-05-18;2021-05-03;2021-05-03 15:28:00.000;2021-05-03 16:08:00.000;40;1;1;NULL;En01;A côté de la mairie;Hauti;NULL;NULL;NULL;NULL;0;NULL;1;0;NULL;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
216115;03;Ge01;2021;01 - Rurutu;En01;RAF;0;NULL;Non-réalisé;NULL;0;0;0;NULL;NULL;NULL;Grappe en cours;NULL;2021-04-26;2021-05-03;2021-05-18;NULL;NULL;NULL;NULL;NULL;NULL;11;En01;A côté de la mairie;Hauti;NULL;NULL;NULL;NULL;0;NULL;1;0;NULL;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
216116;03;Ge01;2021;01 - Rurutu;En01;RAF;0;NULL;Non-réalisé;NULL;0;0;0;NULL;NULL;NULL;Grappe en cours;NULL;2021-04-26;2021-05-03;2021-05-18;NULL;NULL;NULL;NULL;NULL;NULL;11;En01;A côté de la mairie;Hauti;NULL;NULL;NULL;NULL;0;NULL;1;0;NULL;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
216118;04;Ge01;2021;01 - Rurutu;En01;REP;0;NULL;Non-réalisé;NULL;0;0;0;NULL;NULL;NULL;Grappe à venir;NULL;2021-05-03;2021-05-10;2021-05-25;NULL;NULL;NULL;NULL;NULL;NULL;NULL;En01;A côté de la mairie;Hauti;NULL;NULL;NULL;NULL;0;NULL;1;0;NULL;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
216119;02;Ge01;2021;01 - Rurutu;En01;ERV;4500;NULL;Succès;NULL;0;0;0;2021-04-28 13:06:05.000;2021-04-29 06:49:31.320;2021-05-06 14:35:00.000;Grappe en cours;ERV;2021-04-19;2021-04-26;2021-05-11;2021-04-27;2021-04-27 13:49:00.000;2021-04-27 15:18:00.000;89;2;1;NULL;En01;A côté de la mairie;Moerai;NULL;NULL;NULL;NULL;0;NULL;1;0;NULL;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
216120;02;Ge01;2021;01 - Rurutu;En01;ERV;4500;NULL;Succès;NULL;0;0;0;2021-04-28 13:06:05.000;2021-04-29 06:49:31.320;2021-05-06 14:35:00.000;Grappe en cours;ERV;2021-04-19;2021-04-26;2021-05-11;2021-04-28;2021-04-27 16:53:00.000;2021-04-28 13:05:00.000;1212;3;1;NULL;En01;A côté de la mairie;Moerai;NULL;NULL;NULL;NULL;0;NULL;1;0;NULL;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
216121;02;Ge01;2021;01 - Rurutu;En01;ERV;4500;NULL;Succès;NULL;0;0;0;2021-04-26 18:40:10.000;2021-04-27 06:47:52.960;2021-05-06 14:35:00.000;Grappe en cours;ERV;2021-04-19;2021-04-26;2021-05-11;2021-04-26;2021-04-26 15:28:00.000;2021-04-26 16:14:00.000;46;1;1;NULL;En01;A côté de la mairie;Moerai;NULL;NULL;NULL;NULL;0;NULL;1;0;NULL;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
216122;02;Ge01;2021;01 - Rurutu;En01;RAF;0;NULL;Non-réalisé;NULL;0;0;0;NULL;NULL;NULL;Grappe en cours;NULL;2021-04-19;2021-04-26;2021-05-11;NULL;NULL;NULL;NULL;NULL;NULL;4;En01;A côté de la mairie;Moerai;NULL;NULL;NULL;NULL;0;NULL;1;0;NULL;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
216123;02;Ge01;2021;01 - Rurutu;En01;ERV;4500;NULL;Succès;NULL;0;0;0;2021-04-26 18:40:10.000;2021-04-27 06:47:52.960;2021-05-06 14:35:00.000;Grappe en cours;ERV;2021-04-19;2021-04-26;2021-05-11;2021-04-26;2021-04-26 11:24:00.000;2021-04-26 11:42:00.000;18;1;1;NULL;En01;A côté de la mairie;Moerai;NULL;NULL;NULL;NULL;0;NULL;1;0;NULL;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
216133;03;Ge01;2021;01 - Rurutu;En01;RAF;0;NULL;Non-réalisé;NULL;0;0;0;NULL;NULL;NULL;Grappe en cours;NULL;2021-04-26;2021-05-03;2021-05-18;NULL;NULL;NULL;NULL;NULL;NULL;11;En01;A côté de la mairie;Moerai;NULL;NULL;NULL;NULL;0;NULL;1;0;NULL;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
216134;02;Ge01;2021;01 - Rurutu;En01;VAC;750;NULL;Echec terrain;NULL;0;0;0;2021-04-26 18:40:10.000;2021-04-27 06:47:52.960;2021-05-06 14:35:00.000;Grappe en cours;VAC;2021-04-19;2021-04-26;2021-05-11;2021-04-26;2021-04-26 11:44:00.000;2021-04-26 11:47:00.000;3;1;1;NULL;En01;A côté de la mairie;Moerai;NULL;NULL;NULL;NULL;0;NULL;1;0;NULL;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
216135;01;Ge01;2021;01 - Rurutu;En01;ERP;4500;NULL;Succès;NULL;0;0;0;2021-05-04 20:13:20.000;2021-05-06 06:50:27.513;2021-05-06 14:35:00.000;Grappe clôturée;ERP;2021-04-12;2021-04-19;2021-05-04;2021-05-04;2021-04-23 15:23:00.000;2021-05-04 20:01:00.000;16118;16;3;NULL;En01;A côté de la mairie;Moerai;NULL;NULL;NULL;NULL;0;NULL;1;0;NULL;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
