Year;Site;Habitat;siteID;Taxonomy;Family;value
2005;1;Pente externe 17m;1_FO17;Pavona;Corail;1,1825
2005;1;Pente externe 17m;1_FO17;Pocillopora;Corail;17,8166666666667
2005;1;Pente externe 17m;1_FO17;Porites;Corail;11,5241666666667
2005;1;Pente externe 17m;1_FO17;Psammocora;Corail;0,823611111111111
2005;1;Pente externe 17m;1_FO17;Sand;Sable;8,475
2005;1;Pente externe 17m;1_FO17;Turf;Algues_Gazon;0,15625
2005;2;Frangeant;2_FR;Acropora;Corail;0,872321428571429
2005;2;Frangeant;2_FR;Crustose Coralline Algae / Bare Space;CCA_nu;14,3282142857143
2005;2;Frangeant;2_FR;Fungiidae unidentified;Corail;0,0875
2005;2;Frangeant;2_FR;Macroalgae;Algues_Gazon;1,29285714285714
2005;2;Frangeant;2_FR;Millepora;Corail;0,385714285714286
2005;2;Frangeant;2_FR;Montipora;Corail;3,31741071428571
2005;2;Frangeant;2_FR;Pavona;Corail;0,366071428571429
2005;2;Frangeant;2_FR;Pocillopora;Corail;0,630952380952381
2005;2;Frangeant;2_FR;Porites;Corail;41,9303571428572
2005;2;Frangeant;2_FR;Psammocora;Corail;0,9
2005;2;Frangeant;2_FR;Sand;Sable;3,03035714285714
2005;2;Frangeant;2_FR;Turf;Algues_Gazon;35,7982142857143
2005;2;Pente externe 10m;2_FO10;Acropora;Corail;10,5589285714286
2005;2;Pente externe 10m;2_FO10;Astrea;Corail;0,619642857142857
2005;2;Pente externe 10m;2_FO10;Crustose Coralline Algae / Bare Space;CCA_nu;50,8457142857143
2005;2;Pente externe 10m;2_FO10;Fungiidae unidentified;Corail;0,15
2005;2;Pente externe 10m;2_FO10;Leptastrea;Corail;0,559642857142857
2005;2;Pente externe 10m;2_FO10;Leptoseris;Corail;0,075
2005;2;Pente externe 10m;2_FO10;Macroalgae;Algues_Gazon;8,27678571428572
2005;2;Pente externe 10m;2_FO10;Millepora;Corail;1,53511904761905
2005;2;Pente externe 10m;2_FO10;Montipora;Corail;0,778125
2005;2;Pente externe 10m;2_FO10;Pavona;Corail;0,542142857142857
2005;2;Pente externe 10m;2_FO10;Pocillopora;Corail;11,8196428571429
2005;2;Pente externe 10m;2_FO10;Porites;Corail;7,90178571428571
2005;2;Pente externe 10m;2_FO10;Psammocora;Corail;0,1125
2005;2;Pente externe 10m;2_FO10;Sand;Sable;1,30714285714286
2005;2;Pente externe 10m;2_FO10;Turf;Algues_Gazon;6,49357142857143
2005;2;Pente externe 17m;2_FO17;Acropora;Corail;14,8114285714286
2005;2;Pente externe 17m;2_FO17;Astrea;Corail;0,279910714285714
2005;2;Pente externe 17m;2_FO17;Astreopora;Corail;1,15
2005;2;Pente externe 17m;2_FO17;Crustose Coralline Algae / Bare Space;CCA_nu;45,9517857142857
2005;2;Pente externe 17m;2_FO17;Cyphastrea;Corail;0,2875
2005;2;Pente externe 17m;2_FO17;Fungiidae unidentified;Corail;1,79392857142857
2005;2;Pente externe 17m;2_FO17;Leptastrea;Corail;1,40464285714286
2005;2;Pente externe 17m;2_FO17;Macroalgae;Algues_Gazon;0,860714285714286
2005;2;Pente externe 17m;2_FO17;Millepora;Corail;1,2125
2005;2;Pente externe 17m;2_FO17;Montipora;Corail;0,258928571428571
2005;2;Pente externe 17m;2_FO17;Pavona;Corail;1,99357142857143
2005;2;Pente externe 17m;2_FO17;Pocillopora;Corail;9,45178571428571
2005;2;Pente externe 17m;2_FO17;Porites;Corail;16,8353571428571
2005;2;Pente externe 17m;2_FO17;Psammocora;Corail;1,51875
2005;2;Pente externe 17m;2_FO17;Sand;Sable;3,89071428571429
2005;2;Pente externe 17m;2_FO17;Sandolitha;Corail;0,277976190476191
2005;2;Pente externe 17m;2_FO17;Turf;Algues_Gazon;1,06142857142857
2005;3;Frangeant;3_FR;Acropora;Corail;13,3428571428571
2005;3;Frangeant;3_FR;Crustose Coralline Algae / Bare Space;CCA_nu;54,2860714285714
2005;3;Frangeant;3_FR;Fungiidae unidentified;Corail;0,321428571428571
2005;3;Frangeant;3_FR;Macroalgae;Algues_Gazon;0,7625
2005;3;Frangeant;3_FR;Montipora;Corail;4,54392857142857
2005;3;Frangeant;3_FR;Pavona;Corail;9,48142857142857
2005;3;Frangeant;3_FR;Pocillopora;Corail;0,171428571428571
2005;3;Frangeant;3_FR;Porites;Corail;2,85321428571429
2005;3;Frangeant;3_FR;Sand;Sable;24,2042857142857
2005;3;Frangeant;3_FR;Turf;Algues_Gazon;8,15714285714286
2005;3;Pente externe 10m;3_FO10;Acropora;Corail;10,6035714285714
2005;3;Pente externe 10m;3_FO10;Astrea;Corail;0,465714285714286
2005;3;Pente externe 10m;3_FO10;Astreopora;Corail;1,975
2005;3;Pente externe 10m;3_FO10;Crustose Coralline Algae / Bare Space;CCA_nu;56,4375
2005;3;Pente externe 10m;3_FO10;Cyphastrea;Corail;0,225
2005;3;Pente externe 10m;3_FO10;Fungiidae unidentified;Corail;1,47821428571429
2005;3;Pente externe 10m;3_FO10;Herpolitha;Corail;0,375
2005;3;Pente externe 10m;3_FO10;Leptastrea;Corail;1,33821428571429
2005;3;Pente externe 10m;3_FO10;Macroalgae;Algues_Gazon;3,87
2005;3;Pente externe 10m;3_FO10;Millepora;Corail;0,7875
2005;3;Pente externe 10m;3_FO10;Montipora;Corail;0,723214285714286
2005;3;Pente externe 10m;3_FO10;Pavona;Corail;1,01
2005;3;Pente externe 10m;3_FO10;Pocillopora;Corail;17,0096428571429
2005;3;Pente externe 10m;3_FO10;Porites;Corail;3,73714285714286
2005;3;Pente externe 10m;3_FO10;Psammocora;Corail;0,207142857142857
2005;3;Pente externe 10m;3_FO10;Sand;Sable;1,22
2005;3;Pente externe 10m;3_FO10;Sandolitha;Corail;0,283928571428571
2005;3;Pente externe 10m;3_FO10;Turf;Algues_Gazon;1,04607142857143
2005;3;Pente externe 17m;3_FO17;Acropora;Corail;11,2773571428571
2005;3;Pente externe 17m;3_FO17;Astrea;Corail;0,09
2005;3;Pente externe 17m;3_FO17;Astreopora;Corail;0,395714285714286
2005;3;Pente externe 17m;3_FO17;Crustose Coralline Algae / Bare Space;CCA_nu;59,3002857142857
2005;3;Pente externe 17m;3_FO17;Fungiidae unidentified;Corail;7,65571428571429
2005;3;Pente externe 17m;3_FO17;Leptastrea;Corail;1,23564285714286
2005;3;Pente externe 17m;3_FO17;Macroalgae;Algues_Gazon;4,91757142857143
2005;3;Pente externe 17m;3_FO17;Montipora;Corail;0,669047619047619
2005;3;Pente externe 17m;3_FO17;Pavona;Corail;1,43471428571429
2005;3;Pente externe 17m;3_FO17;Pocillopora;Corail;7,86528571428571
2005;3;Pente externe 17m;3_FO17;Porites;Corail;2,15133928571429
2005;3;Pente externe 17m;3_FO17;Psammocora;Corail;1,2995
2005;3;Pente externe 17m;3_FO17;Sandolitha;Corail;0,712857142857143
2005;3;Pente externe 17m;3_FO17;Turf;Algues_Gazon;2,40078571428571
2005;4;Frangeant;4_FR;Acropora;Corail;0,3875
2005;4;Frangeant;4_FR;Crustose Coralline Algae / Bare Space;CCA_nu;39,0010714285714
2005;4;Frangeant;4_FR;Macroalgae;Algues_Gazon;0,533928571428571
2005;4;Frangeant;4_FR;Montipora;Corail;19,9303571428571
2005;4;Frangeant;4_FR;Porites;Corail;2,4975
2005;4;Frangeant;4_FR;Sand;Sable;37,7417857142857
2005;4;Frangeant;4_FR;Turf;Algues_Gazon;1,06875
2005;4;Pente externe 10m;4_FO10;Acropora;Corail;3,3175
2005;4;Pente externe 10m;4_FO10;Astrea;Corail;0,405
2005;4;Pente externe 10m;4_FO10;Crustose Coralline Algae / Bare Space;CCA_nu;57,5925
2005;4;Pente externe 10m;4_FO10;Cyphastrea;Corail;0,35
2005;4;Pente externe 10m;4_FO10;Leptastrea;Corail;1
2005;4;Pente externe 10m;4_FO10;Macroalgae;Algues_Gazon;0,208333333333333
2005;4;Pente externe 10m;4_FO10;Millepora;Corail;5,0625
2005;4;Pente externe 10m;4_FO10;Montipora;Corail;6,69
2005;4;Pente externe 10m;4_FO10;Pavona;Corail;0,5725
2005;4;Pente externe 10m;4_FO10;Pocillopora;Corail;26,895
2005;4;Pente externe 10m;4_FO10;Porites;Corail;2,045
2005;4;Pente externe 10m;4_FO10;Psammocora;Corail;0,075
2005;4;Pente externe 10m;4_FO10;Sand;Sable;0,265
2005;4;Pente externe 17m;4_FO17;Acropora;Corail;9,30428571428572
2005;4;Pente externe 17m;4_FO17;Astrea;Corail;0,406428571428571
2005;4;Pente externe 17m;4_FO17;Astreopora;Corail;0,7125
2005;4;Pente externe 17m;4_FO17;Crustose Coralline Algae / Bare Space;CCA_nu;62,1678571428572
2005;4;Pente externe 17m;4_FO17;Cyphastrea;Corail;0,235714285714286
2005;4;Pente externe 17m;4_FO17;Fungiidae unidentified;Corail;0,3375
2005;4;Pente externe 17m;4_FO17;Leptastrea;Corail;0,844285714285714
2005;4;Pente externe 17m;4_FO17;Macroalgae;Algues_Gazon;0,522857142857143
2005;4;Pente externe 17m;4_FO17;Millepora;Corail;1,2
2005;4;Pente externe 17m;4_FO17;Montipora;Corail;0,367142857142857
2005;4;Pente externe 17m;4_FO17;Pavona;Corail;0,824642857142857
2005;4;Pente externe 17m;4_FO17;Pocillopora;Corail;21,4585714285714
2005;4;Pente externe 17m;4_FO17;Porites;Corail;0,998928571428571
2005;4;Pente externe 17m;4_FO17;Psammocora;Corail;0,225
2005;4;Pente externe 17m;4_FO17;Sand;Sable;2,66830357142857
2005;4;Pente externe 17m;4_FO17;Turf;Algues_Gazon;0,50625
2005;5;Frangeant;5_FR;Acropora;Corail;0,54047619047619
2005;5;Frangeant;5_FR;Crustose Coralline Algae / Bare Space;CCA_nu;21,0678571428571
2005;5;Frangeant;5_FR;Fungiidae unidentified;Corail;0,25
2005;5;Frangeant;5_FR;Montipora;Corail;1,02857142857143
2005;5;Frangeant;5_FR;Pavona;Corail;1,42321428571429
2005;5;Frangeant;5_FR;Porites;Corail;38,0028571428571
2005;5;Frangeant;5_FR;Sand;Sable;19,4021428571429
2005;5;Frangeant;5_FR;Turf;Algues_Gazon;20,3746428571429
2005;5;Pente externe 10m;5_FO10;Acropora;Corail;3,4225
2005;5;Pente externe 10m;5_FO10;Astrea;Corail;0,365
2005;5;Pente externe 10m;5_FO10;Astreopora;Corail;0,99375
2005;5;Pente externe 10m;5_FO10;Crustose Coralline Algae / Bare Space;CCA_nu;65,44
2005;5;Pente externe 10m;5_FO10;Goniastrea;Corail;0,075
2005;5;Pente externe 10m;5_FO10;Leptastrea;Corail;1,696875
2005;5;Pente externe 10m;5_FO10;Macroalgae;Algues_Gazon;0,65
2005;5;Pente externe 10m;5_FO10;Montipora;Corail;6,04
2005;5;Pente externe 10m;5_FO10;Pavona;Corail;0,5075
2005;5;Pente externe 10m;5_FO10;Pocillopora;Corail;15,7025
2005;5;Pente externe 10m;5_FO10;Porites;Corail;5,6575
2005;5;Pente externe 10m;5_FO10;Psammocora;Corail;0,075
2005;5;Pente externe 17m;5_FO17;Acropora;Corail;6,11142857142857
2005;5;Pente externe 17m;5_FO17;Astrea;Corail;0,636071428571429
2005;5;Pente externe 17m;5_FO17;Astreopora;Corail;0,9375
2005;5;Pente externe 17m;5_FO17;Crustose Coralline Algae / Bare Space;CCA_nu;63,4182142857143
2005;5;Pente externe 17m;5_FO17;Cyphastrea;Corail;0,1625
2005;5;Pente externe 17m;5_FO17;Fungiidae unidentified;Corail;0,0857142857142857
2005;5;Pente externe 17m;5_FO17;Leptastrea;Corail;1,69321428571429
2005;5;Pente externe 17m;5_FO17;Macroalgae;Algues_Gazon;0,1
2005;5;Pente externe 17m;5_FO17;Millepora;Corail;0,0857142857142857
2005;5;Pente externe 17m;5_FO17;Montipora;Corail;3,92464285714286
2005;5;Pente externe 17m;5_FO17;Pavona;Corail;0,673571428571429
2005;5;Pente externe 17m;5_FO17;Pocillopora;Corail;11,1678571428571
2005;5;Pente externe 17m;5_FO17;Porites;Corail;8,03107142857143
2005;5;Pente externe 17m;5_FO17;Psammocora;Corail;0,196428571428571
2005;5;Pente externe 17m;5_FO17;Sand;Sable;3,85
2005;6;Frangeant;6_FR;Crustose Coralline Algae / Bare Space;CCA_nu;28,6835714285714
2005;6;Frangeant;6_FR;Macroalgae;Algues_Gazon;12,05
2005;6;Frangeant;6_FR;Montipora;Corail;4,91571428571429
2005;6;Frangeant;6_FR;Pavona;Corail;17,13
2005;6;Frangeant;6_FR;Pocillopora;Corail;2,3375
2005;6;Frangeant;6_FR;Porites;Corail;0,9
2005;6;Frangeant;6_FR;Psammocora;Corail;0,171428571428571
2005;6;Frangeant;6_FR;Sand;Sable;9,42142857142857
2005;6;Frangeant;6_FR;Turf;Algues_Gazon;27,1121428571429
2005;6;Pente externe 10m;6_FO10;Acropora;Corail;6,34
2005;6;Pente externe 10m;6_FO10;Astrea;Corail;0,3375
2005;6;Pente externe 10m;6_FO10;Astreopora;Corail;1,07916666666667
2005;6;Pente externe 10m;6_FO10;Crustose Coralline Algae / Bare Space;CCA_nu;63,825
2005;6;Pente externe 10m;6_FO10;Cyphastrea;Corail;0,2375
2005;6;Pente externe 10m;6_FO10;Leptastrea;Corail;0,93
2005;6;Pente externe 10m;6_FO10;Leptoseris;Corail;0,15
2005;6;Pente externe 10m;6_FO10;Macroalgae;Algues_Gazon;0,475
2005;6;Pente externe 10m;6_FO10;Millepora;Corail;2,3625
2005;6;Pente externe 10m;6_FO10;Montipora;Corail;3,29
2005;6;Pente externe 10m;6_FO10;Pavona;Corail;1,0175
2005;6;Pente externe 10m;6_FO10;Pocillopora;Corail;19,91
2005;6;Pente externe 10m;6_FO10;Porites;Corail;2,335
2005;6;Pente externe 10m;6_FO10;Psammocora;Corail;0,2
2005;6;Pente externe 10m;6_FO10;Sand;Sable;0,225
2005;6;Pente externe 17m;6_FO17;Acropora;Corail;1,995
2005;6;Pente externe 17m;6_FO17;Astrea;Corail;0,42
2005;6;Pente externe 17m;6_FO17;Crustose Coralline Algae / Bare Space;CCA_nu;81,6025
2005;6;Pente externe 17m;6_FO17;Cyphastrea;Corail;0,129166666666667
2005;6;Pente externe 17m;6_FO17;Fungiidae unidentified;Corail;0,075
2005;6;Pente externe 17m;6_FO17;Goniastrea;Corail;0,15
2005;6;Pente externe 17m;6_FO17;Leptastrea;Corail;0,7125
2005;6;Pente externe 17m;6_FO17;Macroalgae;Algues_Gazon;0,1125
2005;6;Pente externe 17m;6_FO17;Millepora;Corail;0,3
2005;6;Pente externe 17m;6_FO17;Montipora;Corail;1,4425
2005;6;Pente externe 17m;6_FO17;Pavona;Corail;0,77
2005;6;Pente externe 17m;6_FO17;Pocillopora;Corail;6,1825
2005;6;Pente externe 17m;6_FO17;Porites;Corail;1,7725
2005;6;Pente externe 17m;6_FO17;Psammocora;Corail;0,2425
2005;6;Pente externe 17m;6_FO17;Sand;Sable;4,74
2005;6;Pente externe 17m;6_FO17;Sandolitha;Corail;0,075
2006;1;Frangeant;1_FR;Crustose Coralline Algae / Bare Space;CCA_nu;34,915
2006;1;Frangeant;1_FR;Macroalgae;Algues_Gazon;0,19375
2006;1;Frangeant;1_FR;Porites;Corail;29,995
2006;1;Frangeant;1_FR;Sand;Sable;16,84
2006;1;Frangeant;1_FR;Turf;Algues_Gazon;18,1775
2006;1;Pente externe 10m;1_FO10;Acanthastrea;Corail;0,15
2006;1;Pente externe 10m;1_FO10;Acropora;Corail;15,0083333333333
2006;1;Pente externe 10m;1_FO10;Astrea;Corail;0,4025
2006;1;Pente externe 10m;1_FO10;Crustose Coralline Algae / Bare Space;CCA_nu;46,4825
2006;1;Pente externe 10m;1_FO10;Fungiidae unidentified;Corail;0,29375
2006;1;Pente externe 10m;1_FO10;Goniastrea;Corail;0,4875
2006;1;Pente externe 10m;1_FO10;Leptastrea;Corail;1,153125
2006;1;Pente externe 10m;1_FO10;Macroalgae;Algues_Gazon;3,2075
2006;1;Pente externe 10m;1_FO10;Millepora;Corail;0,9625
2006;1;Pente externe 10m;1_FO10;Montipora;Corail;0,384375
2006;1;Pente externe 10m;1_FO10;Pavona;Corail;0,23125
2006;1;Pente externe 10m;1_FO10;Pocillopora;Corail;18,8308333333333
2006;1;Pente externe 10m;1_FO10;Porites;Corail;10,1608333333333
2006;1;Pente externe 10m;1_FO10;Psammocora;Corail;0,183333333333333
2006;1;Pente externe 10m;1_FO10;Sand;Sable;1,59
2006;1;Pente externe 10m;1_FO10;Turf;Algues_Gazon;2,435
2006;1;Pente externe 17m;1_FO17;Acanthastrea;Corail;0,15
2006;1;Pente externe 17m;1_FO17;Acropora;Corail;9,14083333333333
2006;1;Pente externe 17m;1_FO17;Astrea;Corail;0,4525
2006;1;Pente externe 17m;1_FO17;Astreopora;Corail;0,44375
2006;1;Pente externe 17m;1_FO17;Crustose Coralline Algae / Bare Space;CCA_nu;45,3833333333333
2006;1;Pente externe 17m;1_FO17;Cyphastrea;Corail;0,166666666666667
2006;1;Pente externe 17m;1_FO17;Fungiidae unidentified;Corail;0,3525
2006;1;Pente externe 17m;1_FO17;Goniastrea;Corail;0,304166666666667
2006;1;Pente externe 17m;1_FO17;Herpolitha;Corail;0,375
2006;1;Pente externe 17m;1_FO17;Leptastrea;Corail;2,485
2006;1;Pente externe 17m;1_FO17;Macroalgae;Algues_Gazon;2,45583333333333
2006;1;Pente externe 17m;1_FO17;Millepora;Corail;4,4875
2006;1;Pente externe 17m;1_FO17;Montipora;Corail;0,53
2006;1;Pente externe 17m;1_FO17;Pavona;Corail;0,736666666666667
2006;1;Pente externe 17m;1_FO17;Pocillopora;Corail;15,4908333333333
2006;1;Pente externe 17m;1_FO17;Porites;Corail;12,5916666666667
2006;1;Pente externe 17m;1_FO17;Psammocora;Corail;0,3
2006;1;Pente externe 17m;1_FO17;Sand;Sable;5,83
2006;1;Pente externe 17m;1_FO17;Sandolitha;Corail;0,266666666666667
2006;1;Pente externe 17m;1_FO17;Turf;Algues_Gazon;1,85083333333333
2006;2;Frangeant;2_FR;Acropora;Corail;0,8
2006;2;Frangeant;2_FR;Crustose Coralline Algae / Bare Space;CCA_nu;27,0275
2006;2;Frangeant;2_FR;Fungiidae unidentified;Corail;0,38125
2006;2;Frangeant;2_FR;Herpolitha;Corail;0,45
2006;2;Frangeant;2_FR;Macroalgae;Algues_Gazon;0,996875
2006;2;Frangeant;2_FR;Montipora;Corail;1,2375
2006;2;Frangeant;2_FR;Pavona;Corail;0,99375
2006;2;Frangeant;2_FR;Pocillopora;Corail;0,704166666666667
2006;2;Frangeant;2_FR;Porites;Corail;42,1125
2006;2;Frangeant;2_FR;Sand;Sable;7,39375
2006;2;Frangeant;2_FR;Turf;Algues_Gazon;21,615
2006;2;Pente externe 10m;2_FO10;Acropora;Corail;8,7375
2006;2;Pente externe 10m;2_FO10;Astrea;Corail;0,446875
2006;2;Pente externe 10m;2_FO10;Crustose Coralline Algae / Bare Space;CCA_nu;58,115
2006;2;Pente externe 10m;2_FO10;Cyphastrea;Corail;0,15
2006;2;Pente externe 10m;2_FO10;Fungiidae unidentified;Corail;0,15
2006;2;Pente externe 10m;2_FO10;Goniastrea;Corail;0,3
2006;2;Pente externe 10m;2_FO10;Leptastrea;Corail;0,515
2006;2;Pente externe 10m;2_FO10;Macroalgae;Algues_Gazon;4,75
2006;2;Pente externe 10m;2_FO10;Millepora;Corail;0,929166666666667
2006;2;Pente externe 10m;2_FO10;Montipora;Corail;1,2875
2006;2;Pente externe 10m;2_FO10;Pavona;Corail;0,3875
2006;2;Pente externe 10m;2_FO10;Pocillopora;Corail;10,285
2006;2;Pente externe 10m;2_FO10;Porites;Corail;6,9575
2006;2;Pente externe 10m;2_FO10;Psammocora;Corail;0,15
2006;2;Pente externe 10m;2_FO10;Sand;Sable;1,11
2006;2;Pente externe 10m;2_FO10;Turf;Algues_Gazon;6,5825
2006;2;Pente externe 17m;2_FO17;Acropora;Corail;1,87821428571429
2006;2;Pente externe 17m;2_FO17;Astrea;Corail;0,0964285714285714
2006;2;Pente externe 17m;2_FO17;Crustose Coralline Algae / Bare Space;CCA_nu;60,6439285714286
2006;2;Pente externe 17m;2_FO17;Cyphastrea;Corail;0,1125
2006;2;Pente externe 17m;2_FO17;Fungiidae unidentified;Corail;1,07607142857143
2006;2;Pente externe 17m;2_FO17;Goniastrea;Corail;0,34375
2006;2;Pente externe 17m;2_FO17;Herpolitha;Corail;0,204464285714286
2006;2;Pente externe 17m;2_FO17;Leptastrea;Corail;0,598928571428572
2006;2;Pente externe 17m;2_FO17;Macroalgae;Algues_Gazon;1,87964285714286
2006;2;Pente externe 17m;2_FO17;Millepora;Corail;0,075
2006;2;Pente externe 17m;2_FO17;Montipora;Corail;0,225
2006;2;Pente externe 17m;2_FO17;Pavona;Corail;1,22321428571429
2006;2;Pente externe 17m;2_FO17;Pocillopora;Corail;3,87928571428571
2006;2;Pente externe 17m;2_FO17;Porites;Corail;18,1517857142857
2006;2;Pente externe 17m;2_FO17;Psammocora;Corail;0,978125
2006;2;Pente externe 17m;2_FO17;Sand;Sable;2,88535714285714
2006;2;Pente externe 17m;2_FO17;Sandolitha;Corail;0,4625
2006;2;Pente externe 17m;2_FO17;Turf;Algues_Gazon;6,57785714285714
2006;3;Frangeant;3_FR;Acropora;Corail;11,1375
2006;3;Frangeant;3_FR;Crustose Coralline Algae / Bare Space;CCA_nu;58,0278571428572
2006;3;Frangeant;3_FR;Herpolitha;Corail;0,075
2006;3;Frangeant;3_FR;Macroalgae;Algues_Gazon;0,186071428571429
2006;3;Frangeant;3_FR;Montipora;Corail;5,12285714285714
2006;3;Frangeant;3_FR;Pavona;Corail;10,5742857142857
2006;3;Frangeant;3_FR;Porites;Corail;2,40035714285714
2006;3;Frangeant;3_FR;Sand;Sable;18,6975
2006;3;Frangeant;3_FR;Turf;Algues_Gazon;4,55119047619048
2006;3;Pente externe 10m;3_FO10;Acanthastrea;Corail;0,15
2006;3;Pente externe 10m;3_FO10;Acropora;Corail;11,745
2006;3;Pente externe 10m;3_FO10;Astrea;Corail;0,9
2006;3;Pente externe 10m;3_FO10;Astreopora;Corail;2,8125
2006;3;Pente externe 10m;3_FO10;Crustose Coralline Algae / Bare Space;CCA_nu;52,8775
2006;3;Pente externe 10m;3_FO10;Cyphastrea;Corail;0,075
2006;3;Pente externe 10m;3_FO10;Fungiidae unidentified;Corail;1,6575
2006;3;Pente externe 10m;3_FO10;Goniastrea;Corail;0,9875
2006;3;Pente externe 10m;3_FO10;Herpolitha;Corail;0,13125
2006;3;Pente externe 10m;3_FO10;Leptastrea;Corail;0,934375
2006;3;Pente externe 10m;3_FO10;Macroalgae;Algues_Gazon;2,3825
2006;3;Pente externe 10m;3_FO10;Millepora;Corail;0,525
2006;3;Pente externe 10m;3_FO10;Montipora;Corail;0,7875
2006;3;Pente externe 10m;3_FO10;Pavona;Corail;0,76
2006;3;Pente externe 10m;3_FO10;Pocillopora;Corail;18,12
2006;3;Pente externe 10m;3_FO10;Porites;Corail;3,82
2006;3;Pente externe 10m;3_FO10;Psammocora;Corail;0,2375
2006;3;Pente externe 10m;3_FO10;Sand;Sable;1,2725
2006;3;Pente externe 10m;3_FO10;Sandolitha;Corail;0,2625
2006;3;Pente externe 10m;3_FO10;Turf;Algues_Gazon;2,8375
2006;3;Pente externe 17m;3_FO17;Acanthastrea;Corail;0,075
2006;3;Pente externe 17m;3_FO17;Acropora;Corail;13,2904285714286
2006;3;Pente externe 17m;3_FO17;Astrea;Corail;0,182738095238095
2006;3;Pente externe 17m;3_FO17;Crustose Coralline Algae / Bare Space;CCA_nu;55,8380714285714
2006;3;Pente externe 17m;3_FO17;Cyphastrea;Corail;0,675
2006;3;Pente externe 17m;3_FO17;Fungiidae unidentified;Corail;6,74892857142857
2006;3;Pente externe 17m;3_FO17;Goniastrea;Corail;0,727410714285714
2006;3;Pente externe 17m;3_FO17;Herpolitha;Corail;0,375
2006;3;Pente externe 17m;3_FO17;Leptastrea;Corail;0,4875
2006;3;Pente externe 17m;3_FO17;Macroalgae;Algues_Gazon;2,47492857142857
2006;3;Pente externe 17m;3_FO17;Montipora;Corail;0,339166666666667
2006;3;Pente externe 17m;3_FO17;Pavona;Corail;1,21814285714286
2006;3;Pente externe 17m;3_FO17;Pocillopora;Corail;9,66178571428572
2006;3;Pente externe 17m;3_FO17;Porites;Corail;2,60803571428571
2006;3;Pente externe 17m;3_FO17;Psammocora;Corail;1,96285714285714
2006;3;Pente externe 17m;3_FO17;Sandolitha;Corail;0,832678571428571
2006;3;Pente externe 17m;3_FO17;Soft Coral;Corail;0,463125
2006;3;Pente externe 17m;3_FO17;Turf;Algues_Gazon;4,38185714285714
2006;4;Frangeant;4_FR;Acropora;Corail;0,825
2006;4;Frangeant;4_FR;Crustose Coralline Algae / Bare Space;CCA_nu;42,895
2006;4;Frangeant;4_FR;Macroalgae;Algues_Gazon;0,5125
2006;4;Frangeant;4_FR;Montipora;Corail;23,885
2006;4;Frangeant;4_FR;Pavona;Corail;0,15
